asin,name,brand,price_usd,weight,rating,review_count,stock,url,scraped_at
B00MIJX4PY,"Caffe D'Vita Instant Hazelnut Cappuccino Mix - Instant Hazelnut Ground Coffee Beans, Gluten Free, No Cholesterol, No Hydrogenated Oils, No Trans Fat, 99% Caffeine Free - 1 Lb Can",Caffe D'Vita,214.12,N/A,4.2,418,In Stock,https://www.amazon.com/Caffe-Dvita-Cappuccino-Hazelnut-16/dp/B00MIJX4PY/ref=sr_1_106,2026-07-21 08:43:33
B00284TTG2,"SToK Espresso Coffee Shots, Black, Unsweetened, Dark Roast Coffee, Use for Lattes, Americanos, 0.44 fl oz (264 Count)",STOK,375.83,N/A,4.7,7656,In Stock,https://www.amazon.com/Espresso-Coffee-Unsweetened-Lattes-Americanos/dp/B00284TTG2/ref=sr_1_107,2026-07-21 08:44:05
B00JOPEWK6,2 Jars of Kenco Smooth Instant Coffee each jar 3.5oz/100g,Kenco,329.51,N/A,4.5,151,In Stock,https://www.amazon.com/Kenco-Smooth-Instant-Coffee-3-5oz/dp/B00JOPEWK6/ref=sr_1_108,2026-07-21 08:44:25
B00IDJFLCW,"Trader Joe's Instant Coffee Packets w. Creamer & Sugar (10 packets, 1 box) by Trader Joe's [Foods]",Trader Joe's,180.50,N/A,4.4,111,In Stock,https://www.amazon.com/Trader-Joes-Instant-Packets-Creamer/dp/B00IDJFLCW/ref=sr_1_109,2026-07-21 08:44:53
B00P98HX6W,Nestle Ricoré Instant Coffee and Chicory Mix 260g 9.17 Ounce,Nestle,329.51,N/A,4.6,273,In Stock,https://www.amazon.com/Nestle-Ricor%C3%A9-Instant-Coffee-Chicory/dp/B00P98HX6W/ref=sr_1_110,2026-07-21 08:45:15
B0048IJ1LY,Nescafe Cafe De Olla 6.7 OZ,Nescafe,N/A,N/A,4,8,In Stock,https://www.amazon.com/Nescafe-Cafe-Olla-190G-Pack/dp/B0048IJ1LY/ref=sr_1_111,2026-07-21 08:45:31
B0BQ4FTTY5,"SToK Cold Brew Coffee, Espresso Blend, Dark Roast Brewed Low and Slow, Unsweetened, Black Coffee, 48 FL OZ Bottle",STOK,356.91,N/A,4.8,1262,In Stock,https://www.amazon.com/Coffee-sweet-Black-Espresso-Bottle/dp/B0BQ4FTTY5/ref=sr_1_112,2026-07-21 08:45:40
B0BX4K4JDS,"Terrasoul Superfoods Organic Instant Mushroom Coffee, 30 Servings, 4.75oz - Fair-Trade | Freeze-Dried | Medium Roast | Arabica Beans",Terrasoul Superfoods,280.06,N/A,4.2,113,Out of Stock,https://www.amazon.com/Terrasoul-Superfoods-Organic-Mushroom-Servings/dp/B0BX4K4JDS/ref=sr_1_113,2026-07-21 08:45:46
B002BTI9B0,"Medaglia D'Oro Instant Espresso Coffee, 2 Ounces",MEDAGLIA D'ORO,331.81,N/A,4.6,2629,In Stock,https://www.amazon.com/Medaglia-DOro-Espresso-Instant-Coffee/dp/B002BTI9B0/ref=sr_1_114,2026-07-21 08:45:56
B0883VBNHC,Four Sigmatic Mushroom Coffee K-Cups | Organic Dark Roast Coffee with Lion’s Mane Mushroom Powder & Yacon | Focus & Immune Support | Vegan & Keto | Sustainable Pods | 24 Count,N/A,493.,N/A,4.4,6883,Out of Stock,https://www.amazon.com/Four-Sigmatic-Mushroom-Organic-Support/dp/B0883VBNHC/ref=sr_1_115,2026-07-21 08:46:07
B0CQDJLSHG,"Folgers French Vanilla Flavored Instant Latte, 16 Ounce",Folgers,334.63,N/A,4.5,230,In Stock,https://www.amazon.com/Folgers-French-Vanilla-Flavored-Instant/dp/B0CQDJLSHG/ref=sr_1_116,2026-07-21 08:46:14
B085WD557D,Trung Nguyen — G7 3 in 1 Instant Coffee — Roasted Ground Coffee Blend w/Non-dairy Creamer and Sugar — Strong and Bold — Instant Vietnamese Coffee | 100 Packets (3 Bags in a Pack),Trung Nguyen,N/A,N/A,4.7,1133,In Stock,https://www.amazon.com/Trung-Nguyen-Instant-Packets-Suitable/dp/B085WD557D/ref=sr_1_117,2026-07-21 08:46:25
B07GH53CZ9,"Java House Cold Brew Coffee Concentrate Single Serve Liquid Pods, Sumatran, 12 Count | Single Serve Liquid Pods, 12 Count",Java House,23.89,N/A,4.4,2230,Out of Stock,https://www.amazon.com/Sumatran-Capsules-Approved-Friendly-Concentrate/dp/B07GH53CZ9/ref=sr_1_118,2026-07-21 08:46:34
B0FLPQVN6X,"Mushroom Coffee, Instant Mushroom Coffee Powder with 6 Adaptogenic Mushrooms (Cordyceps, Lion’s Mane, Shiitake, Turkey Tail) and MCT Oil for Better Energy, Focus, Immune Support - 30 Servings",Bcuelov,15.99,N/A,4.4,697,In Stock,https://www.amazon.com/Mushroom-Adaptogenic-Mushrooms-Cordyceps-Shiitake/dp/B0FLPQVN6X/ref=sr_1_119,2026-07-21 08:46:42
B0GW3LQ1PT,"5 Farmers Premium Colombia Instant Coffee, Freeze Dried, 100% Colombian Arabica Beans, Medium-High Roast, 7.05 oz (200g) (PACK OF 1)",5 Farmers,11.71,N/A,5,5,In Stock,https://www.amazon.com/Farmers-Premium-Colombia-Colombian-Medium-High/dp/B0GW3LQ1PT/ref=sr_1_120,2026-07-21 08:46:47
B00722TA7I,"Starbucks VIA Instant Coffee, Veranda Blend, 8 CT",N/A,15.51,N/A,4.5,123,In Stock,https://www.amazon.com/Starbucks-VIA0174-Veranda-Blend-Coffee/dp/B00722TA7I/ref=sr_1_121,2026-07-21 08:46:56
B0CS4LCBYR,"QuikCafé Premium Instant Coffee, Natural Hazelnut Flavor - 1.76 oz (50g) Freeze Dried Arabica beans for Maximum flavor Delivery and Easy Solubility, All-Natural, Preservative-Free – Just Add Hot Water",Quik Café,8.99,N/A,3.6,50,In Stock,https://www.amazon.com/QuikCaf%C3%A9-Premium-Instant-Natural-Hazelnut/dp/B0CS4LCBYR/ref=sr_1_122,2026-07-21 08:47:03
B00I81PY6S,Folgers Classic Roast Instant Coffee Crystals - 16 Oz (Pack of 3),Folgers,26.96,N/A,4.7,30242,Out of Stock,https://www.amazon.com/Folgers-Classic-Instant-Coffee-Crystals/dp/B00I81PY6S/ref=sr_1_123,2026-07-21 08:47:13
B07YF5LJTW,"Dunkin’ French Vanilla Artificially Flavored Coffee, 88 Keurig K-Cup Pods | 4 boxes of 22 single serve coffee pods each, Smooth & rich flavor, Made with arabica coffee, Shelf stable, SNAP EBT eligible",Dunkin',58.69,N/A,4.8,8032,In Stock,https://www.amazon.com/Dunkin-French-Vanilla-Artificially-Flavored/dp/B07YF5LJTW/ref=sr_1_124,2026-07-21 08:47:22
B0FBZDRS6J,"NESCAFÉ Gold Decaf Espresso Instant Coffee,3.17 oz,(Pack of 2)",Nescafe,12.99,N/A,4.7,1699,In Stock,https://www.amazon.com/NESCAF%C3%89-Espresso-Intense-Instant-Coffee/dp/B0FBZDRS6J/ref=sr_1_125,2026-07-21 08:47:31
B0DDC5YTFX,Mount Hagen 3.53oz Organic Freeze Dried Instant Coffee and Instant Espresso Ground Coffee 1.76oz Bundle,Mount Hagen,26.97,N/A,5,5,In Stock,https://www.amazon.com/Mount-Hagen-Organic-Instant-Espresso/dp/B0DDC5YTFX/ref=sr_1_126,2026-07-21 08:47:36
B07G69F4SS,Vinacafe Chat 3 in 1 Instant Coffee 29gr x 10 sachets - made from Vietnam,Vinacafe,11.99,N/A,4.7,58,In Stock,https://www.amazon.com/Vinacafe-Chat-Instant-Coffee-sachets/dp/B07G69F4SS/ref=sr_1_127,2026-07-21 08:47:47
B08YS27T1N,King Coffee Espresso Instant Coffee Vietnamese Coffee Arabica Instant Coffee Mix Medium Roast 15 sticks per box x 2.5g - Pack of 4,TNI King Coffee,N/A,N/A,4.6,69,In Stock,https://www.amazon.com/King-Coffee-Espresso-Instant-Vietnamese/dp/B08YS27T1N/ref=sr_1_128,2026-07-21 08:47:48
B0DDJTF6G2,Mount Hagen 25 Count Single Serve Instant Coffee Packets and Mount Hagen Instant Espresso Ground Coffee 1.76oz Bundle,Mount Hagen,19.95,N/A,5,1,In Stock,https://www.amazon.com/Mount-Hagen-Instant-Packets-Espresso/dp/B0DDJTF6G2/ref=sr_1_129,2026-07-21 08:48:05
B0B5FH7J7F,Prince of Peace® 3 in 1 Instant Cappuccino (22 Sachets),Prince Of Peace,14.99,N/A,4.4,351,In Stock,https://www.amazon.com/Prince-Peace-Instant-Cappuccino-Sachets/dp/B0B5FH7J7F/ref=sr_1_130,2026-07-21 08:48:04
B08YS54QBJ,King Coffee Espresso Instant Coffee Vietnamese Coffee Arabica Instant Coffee Mix Medium Roast 15 sticks per box x 2.5g - Pack of 2,TNI King Coffee,11.99,N/A,4.5,37,In Stock,https://www.amazon.com/King-Coffee-Espresso-Instant-Vietnamese/dp/B08YS54QBJ/ref=sr_1_131,2026-07-21 08:48:19
B0DHPGMLXW,"Mushroom Coffee | Enhanced Focus, Boosted Immunity, Improved Energy | 6 Adaptogenic Mushrooms: Cordyceps, Reishi, King Trumpet, Shiitake, Lion's Mane & Turkey Tail | 30 Servings",TAOTERS,17.99,N/A,4.1,1698,In Stock,https://www.amazon.com/TAOTERS-Mushroom-Enhanced-Adaptogenic-Mushrooms/dp/B0DHPGMLXW/ref=sr_1_132,2026-07-21 08:48:25
B00M24OFLW,"Douwe Egberts Pure Indulgence Instant Coffee, Dark Roast, 6.7-Ounce, 190g (Pack of 2)",Douwe Egberts,11.71,N/A,4.1,64,In Stock,https://www.amazon.com/Douwe-Egberts-Indulgence-Instant-6-7-Ounce/dp/B00M24OFLW/ref=sr_1_133,2026-07-21 08:48:34
B002YC9M4W,DXN Lingzhi BLACK Coffee 3 in 1 Instant Coffee,TUNEZ,27.96,N/A,4.6,1276,In Stock,https://www.amazon.com/DXN-Lingzhi-BLACK-Coffee-Ganoderma/dp/B002YC9M4W/ref=sr_1_134,2026-07-21 08:48:40
B0DF3XG5Y2,"Folgers Black Silk Coffee, Dark Roast, Keurig K-Cup Pods, 60 Count | 6 (10 count) boxes, Dark roast coffee, Compatible with Keurig coffee makers",Folgers,35.57,N/A,4.8,12068,In Stock,https://www.amazon.com/Folgers-Black-Coffee-Roast-Keurig/dp/B0DF3XG5Y2/ref=sr_1_135,2026-07-21 08:48:52
B01LTI9638,Starbucks VIA Instant Coffee Medium Roast Packets — Sweetened Iced Coffee — 1 box (6 packets),N/A,35.99,N/A,4.6,1191,In Stock,https://www.amazon.com/Starbucks-Instant-Sweetened-6-0-95oz-packets/dp/B01LTI9638/ref=sr_1_136,2026-07-21 08:48:59
B0GHD41P2K,"Starbucks Premium Instant Coffee, Dark Roast Coffee, Arabica Beans, Three 3.17 oz Tins (Pack of 2)",N/A,N/A,N/A,4.7,4964,In Stock,https://www.amazon.com/Starbucks-Premium-Instant-Coffee-Arabica/dp/B0GHD41P2K/ref=sr_1_137,2026-07-21 08:49:10
B0BG64TYRG,Bella All Natural Skinny Iced Coffee - Good Taste 500 Grams 17.637 Ounce,Bella All Natural,31.00,N/A,4.4,1313,In Stock,https://www.amazon.com/Bella-All-Natural-Skinny-Coffee/dp/B0BG64TYRG/ref=sr_1_138,2026-07-21 08:49:18
B0FYKHKWSM,"Nescafe Café De Olla Instant Coffee, Cinnamon, 6.7 oz (Pack of 2)",Nescafe,34.99,N/A,4,1872,In Stock,https://www.amazon.com/Nescafe-Caf%C3%A9-Instant-Coffee-Cinnamon/dp/B0FYKHKWSM/ref=sr_1_139,2026-07-21 08:49:32
B0GHCDVP4C,"NESCAFE CLASICO Sticks US, 0.49 Ounce (Pack of 24)",Nescafe,7.98,N/A,4.6,2772,In Stock,https://www.amazon.com/NESCAFE-CLASICO-Sticks-0-49-Ounce/dp/B0GHCDVP4C/ref=sr_1_140,2026-07-21 08:49:44
B0DWJLBKQR,"NESCAFÉ Espresso Concentrate Black, Instant Espresso Coffee Concentrate, Cold Brew Style, Iced Coffee Style Drinks, 10 fl oz",Nescafe,7.99,N/A,4.4,1051,Out of Stock,https://www.amazon.com/NESCAF%C3%89-Espresso-Concentrate-Instant-Coffee/dp/B0DWJLBKQR/ref=sr_1_141,2026-07-21 08:49:52
B0GGLM1ZFN,"Anthony's Organic Instant Coffee,14oz, Ultra Fine Microground, Gluten Free, Arabica, Non GMO (Pack of 2)",Anthony's,22.45,N/A,4.4,6216,In Stock,https://www.amazon.com/Anthonys-Organic-Instant-Microground-Arabica/dp/B0GGLM1ZFN/ref=sr_1_142,2026-07-21 08:50:04
B00NCQPK7M,"Starbucks Medium Roast Iced Coffee, Black Unsweetened, 48 Fl Oz Bottle",N/A,25.95,N/A,4.8,6337,Out of Stock,https://www.amazon.com/Starbucks-Unsweetened-Iced-Coffee-48/dp/B00NCQPK7M/ref=sr_1_143,2026-07-21 08:50:12
B0DZBQWZH9,"Highground Organic Instant Regular Coffee, 3.53 Oz (Pack of 2)",Highground,19.99,N/A,N/A,N/A,In Stock,https://www.amazon.com/Highground-Organic-Instant-Regular-Coffee/dp/B0DZBQWZH9/ref=sr_1_144,2026-07-21 08:50:20
